Repo,MergeCommit,File,Diff3_Conflict,CSDiff_Conflict,CSDiff_Equals_Diff3,CSDiff_Equals_Manual
stack,f2012db,src/Stack/Init.hs,17,26,False,False
stack,2a9cb67,etc/scripts/release.hs,2,2,False,False
stack,2a9cb67,src/Stack/Build/ConstructPlan.hs,3,5,False,False
stack,2a9cb67,src/Stack/Build/Source.hs,1,1,False,False
stack,2a9cb67,src/Stack/Constants.hs,3,4,False,False
stack,2a9cb67,src/Stack/Init.hs,1,3,False,False
stack,2a9cb67,src/Stack/Options/SetupParser.hs,1,1,False,False
stack,2a9cb67,src/setup-shim/StackSetupShim.hs,8,67,False,False
stack,2a9cb67,tests/integration/lib/StackTest.hs,1,1,False,False
stack,2a9cb67,tests/integration/tests/4101-dependency-tree/Main.hs,4,4,False,False
stack,2a9cb67,tests/integration/tests/cabal-sublibrary-dependency/Main.hs,1,1,False,False
stack,2a9cb67,tests/integration/tests/nice-resolver-names/Main.hs,1,1,False,False
stack,2a9cb67,tests/unit/Stack/ConfigSpec.hs,10,10,False,False
stack,e90ad3d,src/Stack/Build/ExecuteEnv.hs,10,30,False,False
stack,e90ad3d,src/Stack/Config.hs,2,2,False,False
stack,099cf1c,src/Stack/Build/ExecutePackage.hs,1,7,False,False
stack,a9b20d7,src/Stack/Build/ExecutePackage.hs,1,1,False,False
stack,802afc1,src/Stack/Build/ConstructPlan.hs,1,0,False,False
stack,b0f87cb,src/Stack/Build/ExecutePackage.hs,1,0,False,False
stack,b0f87cb,src/Stack/Types/Build.hs,1,1,False,False
stack,8ce1b19,src/Stack/Build/ExecutePackage.hs,1,0,False,False
stack,6d2e8bd,src/Stack/Build/ExecutePackage.hs,1,0,False,False
stack,0a901af,src/Stack/Build/Execute.hs,1,1,False,False
stack,0a901af,src/Stack/Build/ExecuteEnv.hs,1,1,False,False
stack,0a901af,src/Stack/Build/ExecutePackage.hs,2,3,False,False
stack,635e709,src/Stack/Build/Execute.hs,4,4,False,False
stack,f20d755,src/Data/Attoparsec/Interpreter.hs,7,56,False,False
stack,f20d755,src/Stack/Build/Execute.hs,126,1498,False,False
stack,f20d755,src/Stack/Config.hs,65,523,False,False
stack,f20d755,src/Stack/Constants.hs,13,14,False,False
stack,f20d755,src/Stack/Constants/Config.hs,17,26,False,False
stack,f20d755,src/Stack/DefaultColorWhen.hs,1,2,False,False
stack,f20d755,src/Stack/Ghci.hs,62,558,False,False
stack,f20d755,src/Stack/Hoogle.hs,12,135,False,False
stack,f20d755,src/Stack/Init.hs,35,363,False,False
stack,f20d755,src/Stack/Options/DockerParser.hs,17,17,False,False
stack,f20d755,src/Stack/Prelude.hs,24,66,False,False
stack,f20d755,src/Stack/Runners.hs,16,42,False,False
stack,f20d755,src/Stack/SDist.hs,43,268,False,False
stack,f20d755,src/Stack/Setup.hs,147,1313,False,False
stack,f20d755,src/Stack/SourceMap.hs,11,13,False,False
stack,f20d755,src/Stack/Types/Docker.hs,4,4,False,False
stack,f20d755,src/Stack/Upgrade.hs,30,196,False,False
stack,f20d755,src/main/Main.hs,12,62,False,False
stack,f20d755,src/test/Stack/ArgsSpec.hs,9,11,False,False
stack,f20d755,test/integration/lib/StackTest.hs,3,12,False,False
stack,3f309e5,src/Path/Extra.hs,1,0,False,False
stack,22d8b51,src/Stack/Runners.hs,2,2,True,True
stack,3679c16,src/Stack/Runners.hs,2,2,True,True
stack,7dbab87,src/Stack/Runners.hs,2,2,True,True
stack,817581e,src/Stack/Runners.hs,2,2,True,True
stack,59f54d0,src/Stack/Runners.hs,2,2,True,True
stack,fded2a4,src/Stack/Runners.hs,2,2,True,True
stack,257f09c,src/Stack/Runners.hs,2,2,True,True
stack,216892a,src/Stack/Runners.hs,2,2,True,True
stack,9ebc211,src/Stack/Runners.hs,2,2,True,True
stack,cda7ef3,src/Stack/Runners.hs,2,2,True,True
stack,c4f6a1a,src/Stack/Runners.hs,2,2,True,True
stack,cdc3cc1,src/Stack/Runners.hs,2,2,True,True
stack,c6b32cc,src/Stack/Runners.hs,2,2,True,True
stack,d75e7a6,src/Stack/Runners.hs,2,2,True,True
stack,f26a972,src/Stack/Runners.hs,2,2,True,True
stack,f25bd3d,src/Stack/Runners.hs,2,2,True,True
stack,b174856,src/Stack/Runners.hs,2,2,True,True
stack,61d8842,src/Stack/Runners.hs,2,2,True,True
stack,db23373,src/Stack/Runners.hs,2,2,True,True
stack,00b3385,src/Stack/Runners.hs,2,2,True,True
stack,edd51c9,src/Stack/Runners.hs,2,2,True,True
stack,8479497,src/Stack/Runners.hs,2,2,True,True
stack,413f56d,src/Stack/Runners.hs,2,2,True,True
stack,22cfe39,src/Stack/Runners.hs,2,2,True,True
stack,855cde8,src/Stack/Runners.hs,2,2,True,True
stack,0c2352b,src/Stack/Runners.hs,2,2,True,True
stack,ce5b9e4,src/Stack/Runners.hs,2,2,True,True
stack,2e2648d,src/Stack/Runners.hs,2,2,True,True
